time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,sunshine_duration,daylight_duration
2010-06-13,42.3,27.0,35.4,44.3,27.6,35.2,48,14,27,0.0,0.0,0.0,20.8,25.6,70,26.7,8.77,47168.55,50193.32
2010-06-14,38.7,27.4,33.0,42.1,29.9,35.5,70,30,48,1.3,1.3,1.0,19.3,47.2,90,24.34,7.19,47036.71,50210.41
2010-06-15,40.3,27.4,33.3,42.8,30.8,35.8,67,24,45,0.0,0.0,0.0,23.5,45.7,340,24.8,7.13,47040.98,50225.1
2010-06-16,37.3,28.5,33.1,38.3,30.4,34.5,53,27,40,0.4,0.4,1.0,12.2,25.9,219,16.35,5.48,35896.04,50237.5
2010-06-17,40.6,27.1,34.2,41.4,29.6,35.3,62,18,36,0.0,0.0,0.0,15.8,30.6,305,24.97,7.54,47083.43,50247.66
2010-06-18,42.2,27.2,35.6,43.6,28.2,36.3,51,17,29,0.0,0.0,0.0,15.7,28.8,340,27.44,8.17,47704.54,50255.58
2010-06-19,43.4,28.1,36.2,44.6,28.8,36.7,46,15,28,0.0,0.0,0.0,17.7,30.6,331,27.49,8.41,47697.08,50261.26
2010-06-20,44.4,29.4,37.3,46.5,29.1,37.9,46,15,28,0.0,0.0,0.0,17.7,28.1,71,25.96,8.49,47400.98,50264.73
2010-06-21,44.5,30.5,37.5,47.6,32.7,38.8,58,14,32,0.0,0.0,0.0,18.3,31.7,98,24.34,8.29,47683.01,50265.98
2010-06-22,44.4,30.6,37.4,44.4,34.4,38.7,61,15,34,0.0,0.0,0.0,20.6,43.9,292,26.56,9.35,47487.64,50265.04
2010-06-23,42.8,31.1,37.2,45.3,33.2,39.0,48,23,33,0.0,0.0,0.0,19.5,43.2,285,26.18,8.37,46957.14,50261.9
2010-06-24,42.4,31.1,36.1,46.3,34.8,39.4,63,27,43,0.6,0.6,2.0,14.8,36.4,92,23.97,7.61,45581.38,50256.58
2010-06-25,37.4,27.0,32.5,42.3,31.8,37.2,88,40,60,3.7,3.7,3.0,12.6,31.7,59,23.87,6.11,45619.67,50249.1
2010-06-26,40.4,29.5,35.2,43.9,34.7,38.9,70,29,47,0.0,0.0,0.0,14.9,29.5,346,24.85,7.23,47081.71,50239.46
2010-06-27,41.3,30.3,35.8,44.0,34.5,39.0,60,26,42,0.0,0.0,0.0,13.9,30.2,343,23.81,7.06,46552.46,50227.7
2010-06-28,40.5,30.2,35.4,45.8,34.9,39.6,68,31,48,0.6,0.6,2.0,16.1,39.2,83,23.68,6.83,45668.42,50213.81
2010-06-29,41.9,29.7,36.2,44.1,34.0,39.2,71,26,45,0.0,0.0,0.0,18.8,40.0,42,26.0,8.2,44848.04,50197.81
2010-06-30,41.8,31.1,36.3,45.2,36.1,39.6,68,28,44,0.0,0.0,0.0,15.2,39.6,322,24.04,7.75,46580.86,50179.72
2010-07-01,38.4,30.5,34.4,44.0,34.5,38.7,71,39,53,0.7,0.7,1.0,17.4,24.8,95,22.96,6.66,45724.59,50159.57
2010-07-02,37.3,28.9,32.9,42.8,33.6,37.7,78,43,60,0.4,0.4,3.0,13.2,31.7,92,21.35,5.83,45444.95,50137.36
2010-07-03,37.2,29.8,33.5,41.8,33.3,37.7,70,45,58,0.0,0.0,0.0,18.9,33.8,109,23.17,6.9,44905.68,50113.12
2010-07-04,33.4,27.0,31.1,39.2,31.9,36.3,89,62,71,11.4,11.4,13.0,16.6,39.2,85,16.92,4.48,33192.0,50086.86
2010-07-05,30.3,25.9,27.5,35.2,30.5,32.4,94,77,87,44.7,44.7,17.0,16.7,47.5,100,11.97,2.7,16608.01,50058.59
2010-07-06,31.9,25.5,27.5,37.3,30.3,32.7,97,69,88,45.7,45.7,22.0,19.1,37.4,123,12.98,2.87,24433.85,50028.04
2010-07-07,34.5,25.9,29.3,40.8,30.9,35.0,95,58,81,9.0,9.0,6.0,15.0,28.4,105,19.03,4.35,30595.97,49995.17
2010-07-08,34.3,27.6,30.8,42.1,34.0,37.5,90,59,76,0.1,0.1,1.0,9.7,21.2,81,21.01,4.78,43650.31,49960.03
2010-07-09,36.0,26.9,31.6,42.5,33.5,38.3,94,54,74,10.4,10.4,7.0,11.0,22.7,257,20.92,5.01,40157.77,49922.7
2010-07-10,36.2,29.1,32.3,42.2,35.2,37.7,83,54,68,1.2,1.2,5.0,19.2,37.8,277,23.82,6.32,43821.92,49883.23
2010-07-11,34.6,28.9,31.6,40.9,33.2,36.6,74,60,68,0.8,0.8,4.0,20.2,37.4,264,16.11,4.69,40094.38,49841.71
2010-07-12,32.8,27.2,30.0,40.1,32.7,35.0,87,61,71,2.1,2.1,6.0,16.5,31.7,264,19.7,4.87,38241.64,49798.19
2010-07-13,33.7,25.4,29.5,38.6,30.2,34.8,94,53,75,2.6,2.6,4.0,10.9,25.6,44,21.7,4.93,44158.14,49752.75
2010-07-14,34.5,27.8,31.2,40.4,34.4,37.3,87,56,71,0.4,0.4,2.0,12.3,26.3,308,22.41,5.24,44460.78,49705.44
2010-07-15,33.5,28.2,31.0,41.2,34.9,37.5,87,61,74,0.5,0.5,4.0,6.8,23.0,116,17.1,3.99,39271.28,49656.34
2010-07-16,34.2,28.0,31.0,40.6,33.9,37.2,86,61,74,0.9,0.9,3.0,11.0,25.6,123,20.77,4.95,42893.77,49605.5
2010-07-17,32.4,27.4,29.8,38.6,32.4,35.4,90,70,81,2.9,2.9,5.0,16.9,31.3,117,13.25,3.41,18953.61,49553.01
2010-07-18,35.5,27.2,30.8,42.5,33.2,37.4,92,58,79,3.1,3.1,6.0,14.1,21.6,155,16.45,3.99,35745.01,49498.92
2010-07-19,32.7,26.8,29.5,38.4,32.1,35.8,96,68,84,27.1,27.1,16.0,13.8,33.1,185,11.31,2.85,3655.88,49443.3
2010-07-20,28.5,25.8,26.8,35.0,31.2,32.8,96,87,94,29.4,29.4,24.0,11.6,24.5,185,5.68,1.31,265.27,49386.21
2010-07-21,31.7,25.6,27.8,38.5,31.0,33.9,97,74,89,16.9,16.9,16.0,11.3,25.6,147,14.59,3.13,19855.19,49327.71
2010-07-22,30.9,25.7,28.0,36.2,30.4,33.3,96,73,86,5.9,5.9,12.0,13.6,28.4,109,13.5,3.03,26678.82,49267.88
2010-07-23,33.0,25.7,29.4,40.2,31.7,36.0,96,62,81,0.5,0.5,3.0,8.6,16.6,51,20.23,4.42,38956.41,49206.77
2010-07-24,33.4,26.9,29.9,42.1,32.8,37.3,97,67,83,8.3,8.3,12.0,9.7,17.6,110,19.25,4.24,38034.0,49144.45
2010-07-25,31.0,26.5,28.4,36.7,32.0,34.4,97,72,87,10.6,10.6,13.0,15.7,28.4,99,12.19,2.73,18438.46,49080.94
2010-07-26,33.2,27.7,29.9,37.9,32.4,34.9,90,64,77,1.6,1.6,4.0,23.7,58.7,97,20.39,4.93,38646.15,49015.74
2010-07-27,28.4,25.5,27.0,32.0,29.1,30.4,94,79,86,6.9,6.9,14.0,25.4,49.0,103,7.43,2.22,2069.17,48948.72
2010-07-28,30.9,25.2,27.6,35.8,29.0,32.5,96,69,86,12.6,12.6,15.0,18.4,33.5,112,13.76,3.05,20009.97,48879.97
2010-07-29,33.2,26.1,29.1,41.7,32.8,36.0,96,67,84,4.8,4.8,8.0,10.2,19.8,30,19.17,4.21,33894.46,48809.56
2010-07-30,31.2,26.3,28.1,38.7,32.1,34.4,96,76,88,7.3,7.3,11.0,13.7,22.0,104,12.42,2.73,14437.32,48737.61
2010-07-31,29.0,25.3,27.2,34.9,30.1,32.5,97,80,89,4.4,4.4,10.0,17.1,30.2,130,9.33,2.04,5113.05,48664.18
2010-08-01,29.6,25.4,26.9,35.4,30.2,32.5,96,77,90,7.9,7.9,12.0,12.3,25.9,105,8.81,1.96,7871.04,48589.37
2010-08-02,30.6,24.9,27.6,35.1,29.9,32.4,96,71,85,5.0,5.0,11.0,20.5,42.1,101,15.0,3.34,35018.42,48513.25
2010-08-03,31.6,25.4,27.7,35.9,28.7,31.4,94,67,83,3.2,3.2,11.0,25.8,49.0,106,15.02,3.64,31062.36,48435.92
2010-08-04,31.5,25.9,28.4,36.7,29.0,32.7,91,69,82,6.4,6.4,13.0,27.2,48.6,112,17.04,3.96,34112.69,48357.45
2010-08-05,30.4,25.9,27.7,36.3,30.1,32.8,95,79,88,7.4,7.4,12.0,19.6,35.6,109,11.19,2.53,10784.58,48277.92
2010-08-06,33.6,26.2,29.7,40.2,32.1,35.7,97,61,80,0.6,0.6,3.0,13.8,29.2,104,20.22,4.59,43200.0,48197.41
2010-08-07,32.6,27.1,29.6,39.2,32.6,35.2,90,66,80,1.9,1.9,5.0,17.9,41.0,94,21.13,4.75,40438.34,48116.0
2010-08-08,33.3,27.2,29.8,39.7,32.1,35.3,88,64,78,0.6,0.6,2.0,16.5,35.6,103,21.38,4.93,40009.93,48033.77
2010-08-09,34.0,27.2,30.5,41.6,33.4,37.3,93,62,79,0.6,0.6,1.0,9.2,22.0,119,22.39,4.97,40430.13,47950.79
2010-08-10,33.8,27.3,30.3,41.7,33.8,37.4,94,64,79,5.4,5.4,5.0,7.1,18.4,180,20.57,4.5,42724.35,47867.13
2010-08-11,33.0,27.1,29.2,40.4,33.3,36.0,93,69,84,5.6,5.6,9.0,14.1,23.8,300,15.13,3.39,23120.07,47782.87
2010-08-12,31.3,25.9,28.4,38.2,32.3,35.0,98,72,87,5.7,5.7,12.0,7.2,18.7,106,12.46,2.75,24944.23,47698.08
2010-08-13,32.7,26.2,28.6,39.8,33.1,35.4,98,66,86,4.7,4.7,10.0,7.0,24.8,93,14.83,3.25,32441.24,47612.83
2010-08-14,29.7,25.6,27.5,36.8,31.0,33.9,98,81,90,6.4,6.4,11.0,10.4,23.0,110,11.13,2.36,15743.4,47527.15
2010-08-15,32.5,25.9,28.5,38.8,32.1,34.8,96,67,85,4.7,4.7,9.0,11.6,25.6,122,16.28,3.55,36575.78,47440.45
2010-08-16,32.1,25.9,28.2,39.4,31.8,34.7,98,70,87,5.3,5.3,12.0,10.5,22.0,115,13.5,2.94,23896.21,47352.57
2010-08-17,32.4,26.5,28.9,41.2,33.5,36.1,97,70,86,6.4,6.4,8.0,6.1,20.5,242,16.59,3.59,35751.08,47263.57
2010-08-18,32.2,25.5,28.3,40.4,31.6,35.1,97,73,88,22.0,22.0,15.0,9.0,21.6,219,14.78,3.25,26993.28,47173.54
2010-08-19,29.4,25.9,27.1,36.6,32.1,33.6,97,83,92,20.3,20.3,24.0,6.6,17.3,200,6.39,1.49,726.84,47082.56
2010-08-20,29.9,25.8,26.7,35.2,31.0,32.5,98,78,93,13.9,13.9,18.0,13.6,28.1,103,6.37,1.48,3574.69,46990.71
2010-08-21,29.8,25.7,26.9,36.5,31.1,32.5,97,77,92,21.2,21.2,19.0,15.0,31.7,105,8.36,1.91,6161.82,46898.05
2010-08-22,30.4,25.5,27.1,35.7,30.1,32.5,96,76,89,6.9,6.9,16.0,16.3,35.3,274,7.37,1.83,5434.07,46804.67
2010-08-23,32.1,25.7,27.9,38.6,31.3,33.7,96,69,87,11.2,11.2,14.0,13.6,31.3,273,15.48,3.38,32584.45,46710.64
2010-08-24,31.2,25.8,28.0,37.1,32.0,34.1,96,70,86,7.6,7.6,17.0,8.7,25.6,220,14.84,3.26,32936.16,46616.04
2010-08-25,29.8,24.4,26.8,35.9,29.6,32.6,97,74,87,7.1,7.1,13.0,7.6,22.7,89,12.01,2.6,19427.07,46520.92
2010-08-26,30.7,24.6,27.1,37.7,29.9,33.0,98,77,89,12.3,12.3,15.0,12.1,21.6,110,12.44,2.68,15872.82,46425.37
2010-08-27,32.5,24.9,28.5,40.8,30.8,35.3,99,71,86,0.9,0.9,5.0,8.0,16.2,9,17.97,3.86,42499.11,46329.45
2010-08-28,32.5,26.1,28.8,41.2,32.4,35.7,97,69,85,3.0,3.0,10.0,8.4,19.4,120,17.16,3.67,34784.26,46233.22
2010-08-29,31.2,25.6,28.2,38.4,31.4,34.5,97,74,87,1.0,1.0,6.0,10.8,24.1,101,13.95,2.96,28326.18,46136.76
2010-08-30,31.8,25.5,28.5,37.7,30.8,34.4,96,68,84,1.9,1.9,9.0,12.2,24.5,109,16.53,3.61,36645.25,46040.13
2010-08-31,31.8,25.9,28.3,37.8,31.5,34.0,96,70,85,6.4,6.4,10.0,11.2,27.7,102,14.66,3.23,35484.8,45943.4
2010-09-01,31.9,26.2,28.2,38.1,31.7,34.1,95,71,87,9.0,9.0,8.0,12.9,28.8,110,12.92,2.77,24999.04,45846.63
2010-09-02,30.8,25.6,27.4,37.6,31.3,33.4,98,75,90,10.4,10.4,12.0,10.6,18.0,125,10.16,2.28,13701.74,45749.88
2010-09-03,31.1,25.7,27.2,38.4,31.6,33.5,98,76,91,11.9,11.9,15.0,9.7,21.6,164,9.44,2.15,11752.19,45653.17
2010-09-04,30.3,24.8,26.7,36.4,30.6,32.6,98,74,90,13.1,13.1,15.0,8.7,19.1,138,8.73,1.95,11619.9,45555.91
2010-09-05,28.7,24.6,26.5,33.8,29.9,32.1,97,78,91,5.1,5.1,6.0,9.3,22.7,96,8.73,1.91,13139.33,45457.9
2010-09-06,30.8,24.4,27.3,38.0,29.5,33.4,97,72,87,3.8,3.8,10.0,7.6,19.4,111,14.46,3.05,31754.79,45359.21
2010-09-07,30.4,25.0,26.7,36.6,30.4,32.2,98,76,90,7.6,7.6,14.0,12.9,23.8,113,11.31,2.44,13205.95,45259.91
2010-09-08,30.1,25.0,26.7,35.6,29.8,32.0,98,78,91,5.4,5.4,15.0,14.2,31.3,104,8.92,1.95,16644.7,45160.09
2010-09-09,30.3,26.0,27.6,35.8,30.3,32.2,91,77,85,4.0,4.0,9.0,21.3,44.6,90,13.95,3.09,34941.37,45059.78
2010-09-10,31.4,25.0,27.2,37.8,29.7,32.2,96,73,87,11.3,11.3,14.0,15.6,36.7,104,14.08,3.05,28624.76,44959.07
2010-09-11,29.7,24.3,26.0,35.0,29.1,31.3,99,76,92,17.9,17.9,19.0,11.5,24.8,145,7.5,1.65,12459.08,44858.01
2010-09-12,30.2,24.7,26.4,36.7,30.0,32.2,97,75,91,12.4,12.4,16.0,8.8,23.4,174,10.34,2.23,12078.81,44756.68
2010-09-13,28.8,24.4,26.1,35.3,29.6,31.9,99,78,92,24.4,24.4,19.0,7.7,18.4,140,9.42,2.01,12035.98,44655.14
2010-09-14,29.2,24.0,26.2,34.7,29.2,31.7,99,73,89,17.6,17.6,15.0,8.0,20.9,210,11.13,2.35,27342.44,44553.45
2010-09-15,30.6,23.8,26.3,36.7,29.2,31.6,98,70,88,9.0,9.0,15.0,9.4,22.7,33,15.31,3.19,31805.23,44451.67
2010-09-16,29.3,23.1,26.2,34.2,28.0,31.3,98,71,87,1.8,1.8,5.0,6.8,21.6,60,12.9,2.73,31328.11,44349.88
2010-09-17,31.0,23.3,27.0,35.4,28.1,31.7,99,58,81,0.0,0.0,0.0,12.3,24.8,45,19.44,4.17,41753.66,44248.11
2010-09-18,28.5,22.1,25.1,33.4,25.8,29.4,95,70,85,3.4,3.4,8.0,10.2,21.2,69,14.57,3.0,36462.37,44146.45
2010-09-19,25.8,23.5,24.3,30.2,27.5,28.5,99,89,95,78.7,78.7,23.0,14.1,41.4,42,3.57,0.83,1388.16,44044.95
2010-09-20,26.8,23.0,24.2,31.9,25.6,27.8,99,88,94,45.3,45.3,21.0,25.1,44.3,84,3.14,0.79,4190.08,43943.68
2010-09-21,26.6,24.1,24.8,30.9,28.1,29.1,97,89,94,6.9,6.9,14.0,15.2,29.2,101,3.52,0.9,245.71,43842.69
2010-09-22,26.0,23.8,24.7,30.4,27.8,28.9,96,80,91,3.4,3.4,8.0,14.1,27.0,141,3.79,1.04,0.0,43742.05
2010-09-23,27.4,22.2,24.9,30.7,26.0,28.6,97,69,85,2.9,2.9,5.0,12.1,24.1,63,12.95,2.72,30057.53,43641.78
2010-09-24,30.4,20.9,25.3,35.9,24.5,29.6,99,64,83,0.1,0.1,1.0,10.7,28.8,356,19.19,3.94,39258.54,43541.24
2010-09-25,31.4,22.4,26.6,35.8,26.2,30.5,95,55,77,0.0,0.0,0.0,13.8,26.6,301,20.51,4.43,39942.47,43440.25
2010-09-26,31.8,20.9,26.4,35.7,24.1,30.0,95,53,76,0.0,0.0,0.0,14.6,27.4,306,21.47,4.64,40502.16,43338.85
2010-09-27,31.9,20.8,26.3,34.9,23.1,29.0,91,47,71,0.0,0.0,0.0,14.5,28.4,290,21.58,4.9,40276.39,43237.13
2010-09-28,32.0,20.3,26.0,34.3,21.8,28.2,83,46,67,0.0,0.0,0.0,15.1,29.2,286,21.5,4.98,40312.7,43135.14
2010-09-29,32.4,19.6,25.9,35.4,21.3,28.5,87,43,69,0.0,0.0,0.0,12.3,24.1,294,21.47,4.81,40086.95,43032.97
2010-09-30,32.0,19.8,25.9,36.2,22.0,29.1,92,48,72,0.0,0.0,0.0,9.4,20.2,301,21.15,4.57,39861.07,42930.66
2010-10-01,31.9,20.9,26.7,36.7,23.9,30.7,94,52,75,0.0,0.0,0.0,9.0,18.4,339,20.66,4.41,39897.33,42828.3
2010-10-02,31.8,21.3,27.0,38.2,24.9,31.8,97,55,76,0.0,0.0,0.0,6.9,14.8,18,20.14,4.08,39671.03,42725.95
2010-10-03,32.2,22.0,27.2,37.4,25.4,31.5,95,49,74,0.0,0.0,0.0,7.9,14.0,274,20.4,4.32,39707.02,42623.66
2010-10-04,32.4,22.0,27.2,38.0,25.3,31.2,91,48,71,0.3,0.3,1.0,7.6,19.1,12,19.61,4.23,39600.0,42521.53
2010-10-05,31.7,22.4,26.5,35.8,26.1,30.1,93,46,72,0.0,0.0,0.0,8.8,17.6,75,19.66,4.24,39600.0,42419.6
2010-10-06,31.5,20.6,26.4,36.7,23.9,30.4,95,51,74,0.0,0.0,0.0,8.2,14.4,80,19.87,4.14,39600.0,42317.95
2010-10-07,31.2,21.5,26.9,36.6,25.3,31.1,96,54,74,0.0,0.0,0.0,7.1,14.0,57,18.53,3.88,39600.0,42216.66
2010-10-08,31.7,21.6,26.6,36.4,25.4,30.7,95,50,74,0.0,0.0,0.0,7.2,16.6,346,19.14,4.06,39600.0,42115.78
2010-10-09,32.1,21.6,26.9,36.2,25.2,30.8,96,49,74,0.0,0.0,0.0,12.9,27.0,300,19.22,4.25,39600.0,42015.38
2010-10-10,32.0,21.0,26.3,33.4,23.5,28.6,90,40,67,0.0,0.0,0.0,14.0,26.6,280,19.95,4.6,39600.0,41915.55
2010-10-11,32.2,19.4,25.9,34.2,21.0,27.8,86,43,66,0.0,0.0,0.0,13.2,27.7,288,19.99,4.65,39600.0,41816.36
2010-10-12,32.8,19.2,25.8,34.6,21.0,27.5,88,36,63,0.0,0.0,0.0,14.3,27.0,311,19.6,4.68,39600.0,41717.86
2010-10-13,32.5,20.1,26.0,33.6,21.8,27.6,86,40,64,0.0,0.0,0.0,18.1,33.8,309,19.45,4.79,39600.0,41620.1
2010-10-14,32.7,20.2,26.3,35.0,22.2,28.3,89,41,65,0.0,0.0,0.0,13.9,27.4,316,19.29,4.65,39600.0,41522.39
2010-10-15,32.5,20.0,26.4,36.0,22.2,29.2,89,43,67,0.0,0.0,0.0,9.4,19.4,340,19.24,4.31,39600.0,41424.5
2010-10-16,32.6,20.4,26.4,36.2,22.7,29.2,92,41,68,0.0,0.0,0.0,9.4,19.1,53,19.19,4.24,39600.0,41326.52
2010-10-17,31.1,23.0,26.8,34.4,25.3,30.1,90,55,72,0.0,0.0,0.0,13.6,33.1,100,17.13,3.88,39600.0,41228.51
2010-10-18,31.3,22.9,27.0,34.6,26.4,30.4,90,52,72,0.0,0.0,0.0,10.9,28.1,97,17.22,3.84,39600.0,41130.56
2010-10-19,31.7,23.6,27.2,36.6,27.7,31.3,92,52,74,0.1,0.1,1.0,7.6,20.2,29,16.4,3.55,39600.0,41032.75
2010-10-20,31.9,21.9,26.8,35.3,25.0,29.9,91,45,69,0.0,0.0,0.0,9.0,19.4,345,16.7,3.87,39600.0,40935.16
2010-10-21,32.4,22.9,26.9,35.2,25.3,29.5,84,38,64,0.0,0.0,0.0,15.1,24.8,313,17.91,4.26,39600.0,40837.86
2010-10-22,32.0,20.4,25.1,33.9,22.4,27.0,86,44,70,1.9,1.9,3.0,18.0,38.9,126,17.29,4.11,39595.8,40740.95
2010-10-23,30.7,20.4,24.7,32.9,22.0,26.2,84,38,68,0.0,0.0,0.0,15.5,42.5,61,18.13,4.19,39556.57,40644.5
2010-10-24,29.6,17.1,22.9,29.8,17.9,22.8,90,29,60,0.0,0.0,0.0,13.2,28.1,321,18.73,4.41,39516.94,40548.59
2010-10-25,29.5,14.8,21.9,28.9,14.0,21.2,80,27,52,0.0,0.0,0.0,10.5,23.0,326,18.89,4.44,39476.92,40453.32
2010-10-26,29.9,16.0,22.6,29.9,16.1,22.5,81,30,55,0.0,0.0,0.0,9.6,22.7,4,18.37,4.07,39436.52,40358.77
2010-10-27,29.6,15.8,22.5,29.1,15.7,21.9,81,29,53,0.0,0.0,0.0,11.6,24.5,340,18.25,4.34,39395.73,40265.02
2010-10-28,29.4,15.7,22.1,28.2,15.0,21.3,81,28,52,0.0,0.0,0.0,13.8,28.4,314,18.41,4.53,39354.57,40172.17
2010-10-29,28.7,15.0,21.9,29.7,14.4,21.9,77,31,56,0.0,0.0,0.0,10.2,14.8,6,18.04,3.75,38426.17,40080.31
2010-10-30,28.6,16.3,22.9,29.2,16.3,23.0,84,33,56,0.0,0.0,0.0,9.4,20.2,86,17.2,3.8,39271.11,39989.54
2010-10-31,29.1,15.7,22.6,29.7,16.3,23.1,89,36,61,0.0,0.0,0.0,12.3,25.2,332,17.19,3.83,39228.83,39899.93
2010-11-01,28.9,15.6,22.3,29.4,16.2,22.7,92,36,63,0.0,0.0,0.0,9.3,23.4,336,17.33,3.83,39186.2,39811.6
2010-11-02,29.0,15.4,22.2,30.0,15.7,22.6,91,35,62,0.0,0.0,0.0,9.2,17.6,335,17.31,3.74,39143.21,39724.59
2010-11-03,29.3,15.1,22.2,29.3,15.1,22.3,89,35,61,0.0,0.0,0.0,12.0,25.2,317,17.29,3.96,39099.69,39638.16
2010-11-04,29.4,15.3,22.5,29.6,15.3,22.8,88,35,60,0.0,0.0,0.0,11.3,23.0,315,17.11,3.82,39055.54,39552.08
2010-11-05,29.1,17.8,23.0,30.3,18.7,24.1,81,42,63,0.0,0.0,0.0,9.7,20.5,347,16.87,3.54,38987.52,39466.45
2010-11-06,29.0,15.7,22.6,30.4,16.2,23.9,93,41,67,0.0,0.0,0.0,7.8,18.0,347,16.71,3.23,38901.83,39381.35
2010-11-07,29.0,16.1,22.6,30.9,16.7,23.7,89,42,66,0.0,0.0,0.0,8.7,15.8,78,16.48,3.4,38816.76,39296.88
2010-11-08,29.1,16.6,23.4,30.1,17.4,24.4,91,42,64,0.0,0.0,0.0,9.1,22.3,84,16.07,3.52,38732.39,39213.12
2010-11-09,29.4,17.2,23.5,31.4,18.4,24.9,94,43,67,0.0,0.0,0.0,9.2,15.8,39,15.67,3.31,38275.73,39130.17
2010-11-10,29.3,17.2,22.7,28.6,18.1,22.8,91,32,60,0.0,0.0,0.0,13.8,28.1,319,16.37,3.86,38566.16,39048.12
2010-11-11,28.4,15.8,22.0,29.5,15.7,22.3,79,38,59,0.0,0.0,0.0,7.9,13.7,33,15.66,3.2,38484.5,38967.09
2010-11-12,27.8,17.4,22.6,30.2,17.1,23.8,86,47,64,0.0,0.0,0.0,7.9,16.9,102,12.66,2.65,37761.8,38887.14
2010-11-13,26.8,18.4,22.1,27.7,18.5,23.1,84,52,69,5.5,5.5,7.0,9.0,20.2,75,12.52,2.71,37760.43,38808.4
2010-11-14,28.4,18.4,22.7,30.3,19.6,24.4,89,51,73,1.3,1.3,3.0,9.9,22.7,78,12.95,2.67,36581.16,38730.97
2010-11-15,28.3,19.1,23.2,29.8,20.4,24.6,87,49,68,0.9,0.9,2.0,8.0,15.5,356,12.62,2.76,36343.34,38654.94
2010-11-16,25.4,18.7,21.6,27.7,19.5,23.1,88,59,73,4.4,4.4,6.0,10.9,23.0,24,10.49,2.11,32072.26,38580.43
2010-11-17,26.8,18.4,21.6,28.9,20.8,24.0,96,58,83,1.4,1.4,5.0,10.5,23.0,264,8.85,1.85,20462.47,38507.52
2010-11-18,26.0,16.9,20.9,28.3,18.7,23.1,100,65,86,1.1,1.1,2.0,9.0,20.9,270,12.79,2.41,32917.55,38436.35
2010-11-19,26.5,16.0,20.3,25.3,14.8,20.2,99,29,67,0.0,0.0,0.0,13.5,27.0,316,15.38,3.35,37211.44,38367.01
2010-11-20,25.2,13.2,18.8,22.9,11.7,17.0,77,34,55,0.0,0.0,0.0,16.9,32.8,297,15.66,3.74,37792.1,38299.61
2010-11-21,26.5,13.4,19.1,23.9,11.3,17.2,72,32,54,0.0,0.0,0.0,19.4,37.8,288,15.81,3.9,37515.77,38234.28
2010-11-22,24.1,11.4,18.3,23.8,10.4,17.9,88,41,65,0.0,0.0,0.0,8.5,13.7,292,10.54,2.16,25264.62,38171.07
2010-11-23,23.7,15.3,18.8,23.6,14.9,18.6,89,46,69,0.2,0.2,1.0,9.5,22.3,228,10.97,2.26,36150.03,38109.34
2010-11-24,21.9,15.4,18.3,23.0,15.8,19.1,95,60,79,4.8,4.8,7.0,7.0,17.6,217,9.68,1.81,33566.57,38048.91
2010-11-25,24.0,15.5,19.6,25.8,16.5,21.1,97,64,82,0.0,0.0,0.0,8.2,17.6,262,11.3,2.07,35194.38,37989.85
2010-11-26,25.1,15.8,19.8,24.8,15.8,20.0,96,48,73,0.0,0.0,0.0,12.2,25.6,284,13.8,2.82,36146.16,37932.21
2010-11-27,25.2,14.0,18.6,23.6,12.4,17.0,72,31,53,0.0,0.0,0.0,11.8,24.1,283,14.54,3.39,36453.89,37876.1
2010-11-28,24.3,11.8,17.6,22.6,9.9,15.7,71,31,52,0.0,0.0,0.0,10.1,21.6,290,15.18,3.33,36474.13,37821.57
2010-11-29,24.1,10.8,17.0,21.7,9.0,15.1,78,30,55,0.0,0.0,0.0,12.3,25.6,299,15.2,3.28,36495.88,37768.71
2010-11-30,23.7,11.2,16.8,21.4,8.9,14.7,72,37,56,0.0,0.0,0.0,14.7,29.5,287,15.03,3.31,36228.39,37717.59
2010-12-01,23.0,9.7,16.3,21.5,7.8,14.9,80,34,58,0.0,0.0,0.0,8.0,18.7,298,15.11,2.76,36252.58,37668.31
2010-12-02,22.8,8.7,15.6,21.5,6.7,14.2,90,37,65,0.0,0.0,0.0,9.9,19.8,311,14.94,2.8,35986.68,37620.93
2010-12-03,22.4,8.8,15.3,22.0,7.1,14.2,92,40,70,0.0,0.0,0.0,9.8,14.8,313,14.87,2.62,36013.04,37575.53
2010-12-04,22.2,8.6,15.2,21.9,6.9,14.5,95,41,70,0.0,0.0,0.0,9.2,12.6,325,14.73,2.4,36040.52,37532.2
2010-12-05,22.3,8.6,15.5,21.8,7.4,14.7,95,42,70,0.0,0.0,0.0,10.3,16.6,25,14.69,2.42,35776.73,37491.0
2010-12-06,22.0,9.1,16.0,21.2,8.0,15.2,93,41,67,0.0,0.0,0.0,10.4,16.2,202,14.77,2.43,35806.0,37452.03
2010-12-07,22.2,8.2,15.2,22.2,6.8,14.4,94,45,72,0.0,0.0,0.0,10.2,13.7,310,14.66,2.51,35836.22,37415.37
2010-12-08,22.6,9.2,15.7,22.3,8.0,14.8,95,43,72,0.0,0.0,0.0,9.2,16.9,305,14.5,2.53,35574.11,37381.09
