time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,sunshine_duration,daylight_duration
2017-01-03,22.5,10.4,16.1,23.2,9.3,15.7,95,48,75,0.0,0.0,0.0,9.4,16.2,303,13.48,2.31,36000.0,37359.94
2017-01-04,23.0,10.2,16.6,22.7,9.4,16.2,94,49,74,0.0,0.0,0.0,9.7,19.1,178,13.88,2.5,36000.0,37391.64
2017-01-05,23.4,10.9,16.7,24.0,10.1,16.6,98,50,78,0.0,0.0,0.0,9.6,17.3,201,14.08,2.5,36000.0,37425.44
2017-01-06,23.0,12.4,16.8,21.7,11.4,15.9,95,49,77,1.8,1.8,4.0,18.1,35.3,143,13.05,2.49,36000.0,37461.29
2017-01-07,19.4,11.4,14.6,18.4,10.1,13.7,99,56,87,5.4,5.4,11.0,16.0,38.5,118,9.23,1.52,36000.0,37499.16
2017-01-08,18.4,10.6,13.6,17.2,10.0,12.5,100,46,81,0.0,0.0,0.0,11.4,22.7,44,12.07,2.0,27770.27,37539.01
2017-01-09,19.2,8.4,13.0,16.8,6.6,11.0,95,39,72,0.0,0.0,0.0,12.4,27.0,339,14.67,2.49,36000.0,37580.82
2017-01-10,16.7,6.3,11.0,12.6,4.0,7.8,90,32,60,0.0,0.0,0.0,17.6,35.6,303,15.53,2.76,36000.0,37625.05
2017-01-11,15.9,4.6,9.7,11.8,1.0,6.2,75,32,58,0.0,0.0,0.0,17.1,35.6,292,15.41,2.67,36000.0,37671.8
2017-01-12,16.9,4.2,10.1,13.8,1.1,7.3,90,38,64,0.0,0.0,0.0,11.8,27.4,307,15.41,2.51,36000.0,37720.96
2017-01-13,17.9,4.9,10.5,15.0,2.2,7.7,90,33,66,0.0,0.0,0.0,12.0,27.4,320,15.54,2.55,36000.0,37772.44
2017-01-14,18.5,4.4,11.3,16.1,1.5,8.9,90,35,64,0.0,0.0,0.0,10.7,20.5,316,15.17,2.5,36000.0,37826.13
2017-01-15,20.2,8.3,13.8,18.7,6.3,12.0,88,35,63,0.0,0.0,0.0,10.5,20.5,176,15.24,2.7,36000.0,37881.95
2017-01-16,19.6,10.4,14.5,17.5,8.0,12.1,78,47,62,0.2,0.2,1.0,15.5,33.1,285,14.92,2.96,36000.0,37939.79
2017-01-17,16.5,5.9,10.7,14.5,3.4,8.4,95,49,76,0.0,0.0,0.0,12.3,28.4,301,15.42,2.26,36000.0,37999.55
2017-01-18,19.0,5.2,11.5,16.8,2.7,9.3,95,41,73,0.0,0.0,0.0,11.1,23.8,332,15.71,2.56,36000.0,38061.13
2017-01-19,20.8,7.1,12.9,17.8,4.1,10.0,90,37,66,0.0,0.0,0.0,16.4,32.4,320,15.69,3.04,36000.0,38124.45
2017-01-20,19.3,6.4,12.0,16.3,3.5,9.2,94,38,68,0.0,0.0,0.0,14.7,30.2,297,14.68,2.67,34377.62,38189.41
2017-01-21,19.8,7.3,13.2,17.4,4.8,11.0,90,41,66,0.1,0.1,1.0,12.1,22.7,294,11.92,2.37,29594.03,38255.91
2017-01-22,22.9,9.6,15.7,22.4,8.1,14.8,90,50,73,0.0,0.0,0.0,9.7,22.0,328,15.21,2.71,36000.0,38323.86
2017-01-23,23.5,10.6,16.3,22.5,9.1,15.3,89,46,71,0.0,0.0,0.0,12.8,28.1,313,15.67,2.93,36000.0,38393.18
2017-01-24,24.9,10.4,16.9,25.6,9.4,16.4,94,45,71,0.0,0.0,0.0,10.2,18.7,345,15.18,2.9,34445.59,38463.76
2017-01-25,25.1,13.6,18.4,25.9,12.7,17.9,87,57,75,12.8,12.8,6.0,22.0,41.8,124,11.6,2.57,28679.62,38535.52
2017-01-26,19.0,13.6,16.3,18.7,13.6,16.1,97,77,90,33.3,33.3,17.0,19.1,53.6,122,3.52,0.85,3081.78,38608.37
2017-01-27,17.9,12.4,14.7,15.4,10.3,13.3,98,58,81,1.8,1.8,9.0,19.4,38.9,282,10.79,1.96,31073.89,38682.23
2017-01-28,19.6,10.1,14.2,19.4,8.7,13.2,96,63,82,0.0,0.0,0.0,13.6,27.0,305,16.1,2.53,36000.0,38757.0
2017-01-29,21.0,10.9,14.9,20.4,8.7,13.7,94,59,82,0.0,0.0,0.0,16.9,33.5,290,16.51,2.61,36116.98,38832.66
2017-01-30,20.8,10.1,14.8,21.1,8.9,14.5,98,60,84,0.0,0.0,0.0,8.7,21.6,285,16.49,2.61,36091.04,38909.91
2017-01-31,21.1,11.1,15.6,21.7,11.2,15.6,100,61,84,0.0,0.0,0.0,12.5,26.6,327,14.65,2.44,30662.41,38988.97
2017-02-01,20.6,9.8,14.7,20.3,8.7,13.8,98,54,81,0.0,0.0,0.0,11.7,27.0,299,16.89,2.69,36317.93,39069.71
2017-02-02,21.4,9.1,14.7,21.8,8.2,14.2,100,47,79,0.0,0.0,0.0,11.0,16.6,326,16.91,2.8,36569.77,39152.03
2017-02-03,22.1,9.3,14.7,22.6,8.0,14.3,99,56,82,0.0,0.0,0.0,10.1,20.2,335,15.98,2.68,29944.34,39235.82
2017-02-04,22.5,11.7,16.8,21.9,10.7,15.7,95,64,79,0.0,0.0,0.0,22.2,37.8,126,14.95,2.85,36000.0,39320.97
2017-02-05,21.8,14.6,17.7,21.7,13.4,17.1,95,65,79,3.2,3.2,9.0,23.5,40.3,117,13.5,2.52,36489.12,39407.39
2017-02-06,21.8,11.8,16.2,21.0,10.2,15.3,99,47,78,0.1,0.1,1.0,16.8,31.7,310,16.69,2.99,36549.23,39494.96
2017-02-07,20.0,9.7,14.3,18.5,7.7,12.6,92,49,73,0.0,0.0,0.0,16.8,34.6,301,17.88,2.95,36160.2,39583.59
2017-02-08,21.4,9.1,14.8,20.4,7.7,13.7,93,47,73,0.0,0.0,0.0,10.8,24.8,297,17.9,3.05,37234.87,39673.17
2017-02-09,20.7,9.4,14.7,18.7,7.9,13.0,95,42,72,0.0,0.0,0.0,17.7,36.0,323,17.83,3.19,37207.09,39763.61
2017-02-10,21.0,9.9,14.5,18.7,7.7,12.4,89,41,68,0.0,0.0,0.0,18.9,37.4,303,18.55,3.33,37594.92,39854.81
2017-02-11,21.4,8.0,14.0,20.6,6.1,12.5,90,40,70,0.0,0.0,0.0,11.2,22.0,311,18.82,3.22,37542.64,39946.68
2017-02-12,22.1,8.4,15.0,22.2,5.9,14.0,93,45,72,0.0,0.0,0.0,10.8,21.6,354,18.62,3.21,37763.3,40039.12
2017-02-13,23.0,9.9,15.8,21.8,8.4,14.4,92,37,68,0.0,0.0,0.0,12.7,27.0,316,18.98,3.51,37710.22,40132.04
2017-02-14,24.0,10.1,16.4,22.7,8.2,14.9,89,37,65,0.0,0.0,0.0,14.5,31.3,295,19.05,3.7,36840.05,40225.36
2017-02-15,25.1,11.1,17.6,24.0,9.7,16.5,90,38,65,0.0,0.0,0.0,13.2,28.8,292,18.73,3.74,37874.98,40318.97
2017-02-16,27.4,13.2,19.9,25.7,12.5,18.7,85,35,61,0.0,0.0,0.0,18.3,36.4,301,18.42,4.31,37833.37,40412.8
2017-02-17,27.1,14.9,20.1,26.3,13.8,19.2,80,41,64,0.0,0.0,0.0,16.4,32.4,299,14.4,3.6,28507.82,40506.76
2017-02-18,28.5,14.2,20.6,28.2,13.8,20.3,92,37,66,0.0,0.0,0.0,15.6,31.3,304,18.65,4.08,37984.32,40600.8
2017-02-19,28.5,15.1,21.5,28.3,14.7,21.4,87,34,62,0.0,0.0,0.0,16.0,33.5,308,18.41,4.02,37930.32,40695.68
2017-02-20,29.4,16.4,22.4,31.9,16.6,22.9,85,31,63,0.0,0.0,0.0,15.5,31.7,161,18.08,4.05,38414.26,40791.64
2017-02-21,25.4,14.7,19.4,23.3,14.0,18.5,97,34,64,0.0,0.0,0.0,18.1,36.0,276,18.13,3.89,39439.3,40888.58
2017-02-22,25.5,12.9,18.9,24.5,11.6,17.6,87,27,57,0.0,0.0,0.0,11.8,27.7,320,20.14,4.25,39718.12,40986.42
2017-02-23,24.6,11.4,17.9,21.0,9.0,14.8,68,21,44,0.0,0.0,0.0,22.7,43.6,310,20.7,5.17,39995.3,41085.07
2017-02-24,25.1,12.4,18.3,20.6,8.5,14.3,52,21,37,0.0,0.0,0.0,27.3,52.2,303,20.84,5.85,40003.49,41184.45
2017-02-25,26.8,13.1,19.3,22.8,9.0,15.6,53,23,39,0.0,0.0,0.0,24.5,47.5,295,20.48,5.84,40277.94,41284.45
2017-02-26,26.4,12.9,18.8,23.3,10.0,16.1,60,23,46,0.0,0.0,0.0,20.7,41.8,297,20.94,5.16,40550.96,41385.02
2017-02-27,27.4,12.2,19.4,25.3,9.9,17.4,67,27,48,0.0,0.0,0.0,16.2,33.8,302,20.76,4.95,40556.33,41486.05
2017-02-28,29.2,15.3,22.0,30.2,14.1,21.3,68,30,47,0.0,0.0,0.0,9.8,17.6,4,19.79,4.32,39175.89,41587.48
2017-03-01,28.0,18.4,22.2,29.3,17.6,22.2,78,36,56,2.9,2.9,4.0,11.8,29.5,357,18.26,4.06,40831.13,41689.22
2017-03-02,27.5,14.5,20.3,28.4,14.4,19.9,90,25,62,1.3,1.3,2.0,14.0,28.4,341,19.11,4.03,41100.09,41791.19
2017-03-03,26.4,13.4,19.7,24.4,11.9,17.6,71,22,46,0.0,0.0,0.0,16.9,32.8,329,20.11,4.88,38319.26,41893.31
2017-03-04,25.1,12.1,18.4,22.5,10.1,15.8,69,22,43,0.0,0.0,0.0,17.3,34.9,306,22.04,5.15,41534.82,41995.52
2017-03-05,26.6,12.0,18.8,23.8,9.5,16.0,67,24,43,0.0,0.0,0.0,20.9,41.4,301,21.97,5.46,41637.32,42097.71
2017-03-06,26.9,12.5,19.4,23.8,9.8,16.9,58,22,43,0.0,0.0,0.0,19.2,38.9,297,21.76,5.34,41739.72,42199.83
2017-03-07,27.5,13.5,20.5,28.0,11.4,19.0,65,27,46,0.0,0.0,0.0,14.7,33.1,351,19.86,4.62,39887.05,42301.79
2017-03-08,25.9,16.5,20.5,25.1,15.2,18.9,67,35,50,1.2,1.2,2.0,21.3,42.5,55,19.1,4.68,34114.91,42403.53
2017-03-09,25.9,14.1,19.1,25.9,12.8,18.4,82,36,64,0.3,0.3,1.0,14.6,33.5,68,19.14,3.96,40239.37,42504.95
2017-03-10,22.5,13.2,17.1,23.1,12.4,16.5,94,56,77,12.1,12.1,10.0,17.5,37.1,131,18.52,3.3,42146.95,42606.04
2017-03-11,21.6,12.0,16.1,22.6,9.5,15.3,97,48,76,1.3,1.3,6.0,19.2,32.4,75,20.11,3.47,42248.35,42707.48
2017-03-12,21.5,10.2,15.9,19.8,9.1,14.3,95,34,63,0.0,0.0,0.0,17.3,34.6,327,22.36,4.2,42350.34,42809.51
2017-03-13,22.8,10.3,16.2,20.5,8.0,13.8,73,30,53,0.0,0.0,0.0,17.8,37.1,314,23.11,4.66,42452.84,42912.05
2017-03-14,24.5,9.7,17.5,23.4,7.5,15.9,80,31,53,0.0,0.0,0.0,12.5,27.7,334,21.55,4.41,38551.71,43015.04
2017-03-15,26.9,11.2,18.9,26.2,9.6,17.5,80,30,54,0.0,0.0,0.0,15.3,30.6,313,22.96,4.96,42659.1,43118.4
2017-03-16,27.1,13.6,20.2,27.9,12.8,19.2,73,32,52,0.0,0.0,0.0,15.2,27.4,318,19.38,4.43,42606.47,43222.07
2017-03-17,26.4,13.8,19.8,25.3,12.8,18.5,82,33,56,0.0,0.0,0.0,21.1,40.7,315,23.03,5.07,42866.58,43325.98
2017-03-18,27.9,13.6,20.5,27.3,12.0,19.3,71,26,50,0.0,0.0,0.0,11.3,25.2,313,23.02,5.09,42970.59,43430.06
2017-03-19,29.4,15.9,21.5,29.9,15.2,21.1,74,31,55,1.3,1.3,3.0,19.2,34.9,296,20.97,4.69,42687.11,43534.24
2017-03-20,29.5,15.1,21.8,27.6,15.1,20.8,94,22,56,0.0,0.0,0.0,19.3,38.2,287,24.02,5.69,43123.91,43638.45
2017-03-21,32.0,16.0,23.5,30.9,14.6,22.4,68,24,48,0.0,0.0,0.0,16.8,34.9,290,23.44,6.11,43157.51,43742.64
2017-03-22,33.8,18.0,25.5,33.0,17.1,24.8,72,24,48,0.0,0.0,0.0,18.0,36.4,290,23.58,6.48,43190.99,43846.72
2017-03-23,34.6,17.8,25.8,36.2,17.4,26.2,75,27,50,0.2,0.2,1.0,23.2,43.9,279,22.28,5.6,43200.0,43950.63
2017-03-24,33.4,19.4,26.0,33.4,18.9,25.5,73,26,47,0.0,0.0,0.0,16.9,34.6,319,23.42,6.57,40232.82,44054.31
2017-03-25,32.7,17.5,25.4,31.2,16.4,24.0,62,23,41,0.0,0.0,0.0,20.7,40.7,307,24.03,6.85,43200.0,44157.68
2017-03-26,34.0,19.7,26.7,32.3,18.2,25.0,55,23,38,0.0,0.0,0.0,23.0,43.6,296,24.27,7.59,43200.0,44260.66
2017-03-27,36.0,21.6,28.4,34.6,19.9,27.2,54,26,40,0.0,0.0,0.0,26.5,50.0,304,24.12,8.02,43200.0,44363.21
2017-03-28,36.8,21.2,28.9,36.9,21.9,28.9,67,24,43,0.0,0.0,0.0,19.6,37.8,309,24.06,7.21,43200.0,44465.24
2017-03-29,37.3,22.6,29.7,37.1,22.1,29.1,61,22,39,0.0,0.0,0.0,20.4,40.3,297,23.91,7.85,43200.0,44566.68
2017-03-30,37.2,22.8,29.8,36.8,21.3,28.9,53,21,36,0.0,0.0,0.0,20.2,40.0,299,24.42,7.97,43200.0,44667.5
2017-03-31,37.3,22.9,30.0,38.4,22.1,30.1,57,23,39,0.0,0.0,0.0,12.4,28.1,294,23.5,7.1,43200.0,44768.36
2017-04-01,37.7,22.4,29.8,37.7,22.2,28.7,63,17,35,0.0,0.0,0.0,25.1,50.4,302,21.66,7.6,38854.28,44869.45
2017-04-02,37.0,22.2,29.4,35.9,20.2,27.5,48,16,29,0.0,0.0,0.0,20.2,40.7,300,25.05,8.29,43200.0,44970.72
2017-04-03,37.5,21.2,29.1,37.3,19.8,27.8,50,15,31,0.0,0.0,0.0,20.1,37.8,300,23.54,7.31,43052.44,45072.09
2017-04-04,36.5,21.1,29.0,37.2,19.6,27.9,45,19,32,0.0,0.0,0.0,16.6,34.6,15,24.0,7.26,43200.0,45173.52
2017-04-05,34.6,23.2,28.3,32.6,21.6,26.7,51,27,41,1.1,1.1,6.0,30.5,59.8,112,19.81,7.73,41264.62,45274.93
2017-04-06,36.4,21.0,28.7,35.2,21.0,27.3,66,15,40,0.0,0.0,0.0,23.7,41.8,165,25.44,8.23,43200.0,45376.24
2017-04-07,33.2,19.1,26.4,33.7,18.1,25.3,85,14,40,0.0,0.0,0.0,18.4,35.6,8,25.3,6.71,43200.0,45477.41
2017-04-08,32.8,17.4,25.5,30.7,14.6,22.7,45,11,24,0.0,0.0,0.0,14.5,31.3,305,26.83,7.44,43200.0,45578.36
2017-04-09,31.8,19.5,25.6,27.7,16.8,21.6,41,10,22,0.0,0.0,0.0,24.2,47.5,316,26.86,8.98,43200.0,45679.03
2017-04-10,33.2,18.9,25.9,28.0,14.8,21.4,35,11,22,0.0,0.0,0.0,31.8,60.1,303,26.86,9.64,43246.46,45779.34
2017-04-11,36.3,20.0,28.1,32.3,16.3,24.5,36,14,24,0.0,0.0,0.0,29.9,56.2,299,26.55,9.73,43214.15,45879.22
2017-04-12,38.4,21.4,29.5,35.4,18.8,26.9,41,12,26,0.0,0.0,0.0,25.5,49.0,306,26.43,9.23,43200.0,45978.6
2017-04-13,38.5,20.7,30.3,38.1,19.5,29.0,48,13,27,0.0,0.0,0.0,12.6,28.1,322,26.78,7.64,43415.23,46077.41
2017-04-14,39.0,23.5,30.9,39.6,22.0,29.9,41,14,28,0.0,0.0,0.0,11.9,40.3,160,26.18,7.46,43384.32,46175.59
2017-04-15,39.9,22.1,31.3,39.3,21.1,29.8,48,11,27,0.0,0.0,0.0,18.8,38.2,296,26.7,8.27,43353.88,46273.04
2017-04-16,39.7,23.1,31.0,40.3,20.8,30.6,46,16,31,0.0,0.0,0.0,15.1,31.7,340,26.76,7.66,43589.55,46369.71
2017-04-17,40.6,24.5,31.9,42.8,25.1,32.4,59,17,38,0.0,0.0,0.0,16.0,33.5,107,26.34,7.81,43560.51,46465.5
2017-04-18,41.3,23.6,32.7,42.3,24.9,33.1,68,13,35,0.0,0.0,0.0,16.7,34.2,279,26.42,7.81,43798.32,46560.35
2017-04-19,41.5,25.6,33.7,40.8,22.3,31.7,28,12,20,0.0,0.0,0.0,15.8,31.7,287,26.8,8.92,43770.86,46654.2
2017-04-20,41.5,24.3,33.7,42.6,22.5,32.8,41,13,25,0.0,0.0,0.0,22.9,41.0,278,25.85,8.37,41400.95,46747.69
2017-04-21,40.8,25.9,33.3,42.9,26.6,34.2,66,16,38,0.0,0.0,0.0,18.7,36.7,145,25.28,7.78,42408.89,46841.02
2017-04-22,40.5,27.0,32.5,43.6,29.9,35.0,67,20,47,2.0,2.0,2.0,21.4,41.0,18,24.75,6.99,40625.88,46934.11
2017-04-23,38.8,24.6,31.4,39.1,26.5,31.5,75,17,38,0.0,0.0,0.0,21.3,43.6,298,24.71,7.57,44200.42,47026.89
2017-04-24,37.0,24.0,30.4,36.8,23.4,29.2,51,20,31,2.1,2.1,2.0,27.2,55.1,300,23.05,7.53,43906.74,47119.29
2017-04-25,37.1,23.4,30.5,34.1,21.7,28.1,42,11,24,0.0,0.0,0.0,22.7,46.4,301,25.95,8.68,44688.3,47211.25
2017-04-26,37.5,22.2,29.9,35.9,20.3,27.8,38,11,23,0.0,0.0,0.0,24.7,47.5,277,25.57,7.91,44452.89,47302.69
2017-04-27,38.4,22.9,30.6,38.3,20.8,29.0,37,11,24,0.0,0.0,0.0,16.5,37.8,309,26.08,7.61,42527.65,47393.53
2017-04-28,38.2,22.7,30.4,38.1,21.9,29.2,46,14,29,0.3,0.3,1.0,18.3,46.8,287,24.61,7.5,43602.2,47483.69
2017-04-29,38.2,23.9,30.8,39.3,23.1,30.3,48,16,30,0.0,0.0,0.0,13.6,30.6,183,23.12,6.53,41903.1,47573.11
2017-04-30,37.1,23.4,30.0,37.1,23.2,28.9,55,15,34,0.1,0.1,1.0,25.5,52.2,110,25.1,7.75,43570.04,47661.71
2017-05-01,36.9,22.0,29.9,36.3,21.8,29.2,65,13,31,0.0,0.0,0.0,13.4,29.2,25,27.97,7.26,45639.53,47749.39
2017-05-02,38.3,24.8,31.9,38.2,22.9,30.6,37,13,22,0.0,0.0,0.0,10.8,24.1,255,26.05,6.87,45892.55,47836.09
2017-05-03,38.2,26.4,31.6,36.5,24.6,30.1,37,14,25,0.0,0.0,0.0,15.9,37.4,225,20.32,6.83,41607.45,47921.71
2017-05-04,38.5,25.8,31.6,36.6,24.3,29.8,37,14,25,0.0,0.0,0.0,25.5,49.3,284,27.57,9.09,45311.72,48006.18
2017-05-05,39.1,23.2,31.7,38.3,21.7,30.3,42,14,26,0.0,0.0,0.0,17.7,37.1,310,27.77,8.58,46116.78,48089.41
2017-05-06,40.7,24.6,33.2,41.2,23.3,32.1,39,14,24,0.0,0.0,0.0,17.7,35.3,313,27.67,8.45,44020.29,48171.31
2017-05-07,42.0,25.1,34.5,41.9,24.5,33.7,41,12,23,0.0,0.0,0.0,21.4,41.0,306,27.12,8.33,42621.76,48251.79
2017-05-08,42.0,26.0,34.2,44.0,24.9,33.4,36,13,23,0.0,0.0,0.0,16.4,38.5,319,26.27,7.99,45358.28,48330.77
2017-05-09,42.0,25.6,33.7,41.9,25.3,33.2,67,10,32,0.0,0.0,0.0,21.5,40.0,107,25.36,8.96,45637.28,48408.18
2017-05-10,39.8,26.9,32.3,41.9,27.1,33.3,62,21,44,1.8,1.8,1.0,21.5,62.3,117,25.88,8.15,45789.95,48484.59
2017-05-11,39.9,27.0,33.6,42.1,28.4,34.6,63,17,38,0.0,0.0,0.0,18.8,36.4,100,24.6,7.48,46306.64,48560.18
2017-05-12,40.3,26.4,33.1,43.4,27.1,34.0,54,21,37,1.4,1.4,2.0,24.0,41.8,38,23.09,7.15,45742.43,48634.86
2017-05-13,40.3,26.1,33.6,42.1,27.2,33.9,62,15,33,0.1,0.1,1.0,20.0,48.2,320,25.21,7.96,46445.3,48708.58
2017-05-14,42.6,26.8,35.0,42.4,25.9,33.9,37,11,23,0.0,0.0,0.0,19.4,45.0,300,26.25,8.71,46481.15,48781.27
2017-05-15,42.6,27.3,35.2,42.7,26.2,34.1,37,11,22,0.0,0.0,0.0,16.8,33.5,269,27.87,8.86,46707.1,48852.85
2017-05-16,40.6,27.2,33.8,41.8,25.8,33.1,40,16,28,0.7,0.7,1.0,22.1,42.8,314,25.21,8.57,46549.46,48923.25
2017-05-17,35.8,25.4,31.1,36.8,27.1,32.0,59,25,40,1.0,1.0,2.0,14.7,32.0,295,20.53,5.98,46581.91,48992.41
2017-05-18,38.5,25.6,31.5,39.8,27.3,32.7,66,23,43,0.4,0.4,3.0,18.8,36.4,179,24.1,7.1,46755.91,49060.23
2017-05-19,40.8,26.3,33.1,42.6,27.7,34.2,65,16,38,0.0,0.0,0.0,23.5,46.1,229,25.06,7.39,46643.26,49126.66
2017-05-20,39.9,25.9,33.1,40.4,26.3,33.3,50,16,31,0.0,0.0,0.0,16.2,36.0,266,25.95,7.56,46444.82,49191.6
2017-05-21,39.3,25.8,32.4,42.4,26.8,32.7,55,17,34,0.0,0.0,0.0,16.9,38.9,291,24.62,7.59,43099.78,49255.0
2017-05-22,37.7,24.3,30.7,39.5,26.1,32.2,64,20,44,0.9,0.9,4.0,17.3,36.4,285,25.46,6.66,46726.18,49316.76
2017-05-23,37.8,25.1,31.5,39.6,26.8,32.6,63,24,42,0.1,0.1,1.0,17.0,34.6,288,24.31,7.05,46815.38,49376.81
2017-05-24,39.6,25.9,33.0,42.6,27.4,34.5,60,21,40,0.2,0.2,1.0,16.0,33.1,133,26.53,7.69,44055.02,49435.07
2017-05-25,40.7,27.5,33.5,43.5,29.7,35.2,61,20,39,0.0,0.0,0.0,16.1,37.8,97,24.55,7.19,47115.01,49491.46
2017-05-26,42.5,27.8,35.4,44.6,29.2,36.2,56,16,33,0.0,0.0,0.0,19.8,38.5,115,25.87,8.49,47102.94,49545.91
2017-05-27,40.8,28.3,32.9,44.9,29.7,34.6,59,25,46,0.2,0.2,1.0,21.6,64.8,121,26.01,8.5,47088.91,49598.31
2017-05-28,38.0,27.9,32.4,42.0,28.5,34.6,62,38,51,0.3,0.3,1.0,24.5,46.1,122,26.28,8.13,46158.2,49648.61
2017-05-29,35.5,25.4,29.9,39.4,26.1,32.3,75,37,57,2.4,2.4,1.0,21.3,42.1,124,25.15,6.91,44367.64,49696.73
2017-05-30,35.2,24.6,30.0,38.7,28.8,33.6,89,35,61,0.5,0.5,1.0,15.8,35.6,101,24.06,6.03,46800.0,49743.05
2017-05-31,37.2,26.1,30.9,40.0,28.6,33.7,77,31,57,0.2,0.2,1.0,18.9,38.2,132,24.73,6.77,46800.0,49787.7
2017-06-01,37.8,26.8,31.4,41.7,30.4,35.1,77,31,55,0.0,0.0,0.0,18.4,36.0,304,26.63,6.8,47307.21,49830.61
2017-06-02,39.3,24.9,32.6,40.9,27.4,34.4,74,22,43,0.0,0.0,0.0,15.6,31.0,273,27.93,7.75,47294.2,49871.76
2017-06-03,42.0,27.2,35.2,41.8,29.2,36.1,59,17,35,0.0,0.0,0.0,19.5,38.2,292,28.03,9.21,47281.28,49911.1
2017-06-04,44.0,29.7,37.3,43.6,28.9,36.5,42,15,26,0.0,0.0,0.0,23.8,45.7,275,27.76,11.03,47268.5,49948.6
2017-06-05,42.9,34.0,37.9,43.6,31.8,37.6,42,18,29,0.0,0.0,0.0,28.1,54.0,271,24.39,10.86,47255.89,49984.21
2017-06-06,40.8,32.1,36.8,43.6,33.5,38.1,62,24,36,0.3,0.3,2.0,29.8,54.4,276,24.05,9.28,47243.5,50017.89
2017-06-07,36.5,26.9,31.7,41.8,28.0,35.0,73,41,57,0.6,0.6,4.0,25.1,48.6,102,22.53,6.36,43644.84,50049.61
2017-06-08,35.7,27.0,31.4,42.3,30.7,35.5,75,42,57,3.8,3.8,3.0,19.7,40.3,146,23.55,5.79,47507.12,50079.31
2017-06-09,36.7,26.4,31.0,41.0,30.7,34.5,77,33,55,0.3,0.3,2.0,15.0,32.8,230,22.53,5.81,43659.88,50106.97
2017-06-10,38.8,26.0,32.2,42.4,30.3,35.4,82,24,51,0.6,0.6,1.0,14.9,34.9,288,25.25,6.53,47484.75,50132.54
2017-06-11,38.0,25.8,32.1,40.8,28.3,34.5,69,26,46,0.2,0.2,1.0,13.7,29.9,314,25.84,6.83,47474.09,50155.99
2017-06-12,38.9,25.6,32.8,39.8,28.7,34.2,72,25,42,0.0,0.0,0.0,21.2,42.1,303,25.58,7.84,46800.0,50177.27
2017-06-13,40.9,27.0,33.7,42.4,28.4,34.8,54,21,37,0.1,0.1,1.0,19.4,41.0,267,24.3,7.71,46877.09,50196.36
2017-06-14,41.0,27.1,34.4,41.6,28.2,34.9,52,19,35,0.4,0.4,2.0,19.1,38.2,264,24.61,8.49,47444.68,50213.2
2017-06-15,39.1,27.4,32.9,42.2,30.0,35.5,70,29,48,2.2,2.2,1.0,15.9,34.6,285,24.24,7.13,47233.04,50227.78
2017-06-16,36.6,24.1,31.0,39.8,26.5,33.4,68,33,49,0.4,0.4,3.0,11.8,33.8,136,21.64,5.73,42068.81,50240.04
2017-06-17,37.0,24.7,30.5,41.7,28.3,34.5,88,41,61,7.0,7.0,7.0,18.1,39.2,203,23.13,5.77,43200.0,50249.95
2017-06-18,36.5,25.2,30.8,41.3,30.7,35.5,92,46,66,3.1,3.1,5.0,21.1,40.7,262,22.55,5.68,46015.23,50257.5
2017-06-19,35.5,26.9,31.4,40.1,30.0,35.7,82,47,65,5.5,5.5,6.0,19.8,47.2,266,21.2,5.8,45509.41,50262.7
2017-06-20,34.8,25.0,29.7,41.2,29.8,34.8,88,49,70,10.2,10.2,5.0,12.8,34.2,64,21.2,4.9,44438.25,50265.59
2017-06-21,33.0,24.0,28.7,38.3,27.6,32.7,92,53,71,2.4,2.4,3.0,18.3,38.5,272,21.8,5.1,44463.5,50266.2
2017-06-22,34.2,25.0,29.1,40.1,29.5,33.3,91,50,68,0.0,0.0,0.0,16.2,34.2,271,23.31,5.43,47494.07,50264.52
2017-06-23,33.1,25.4,29.3,38.9,30.3,34.1,89,56,71,5.5,5.5,3.0,17.1,36.7,281,22.36,5.12,46132.79,50260.6
2017-06-24,35.8,26.1,31.6,41.0,30.4,36.5,79,43,60,0.0,0.0,0.0,8.6,19.4,247,23.42,5.55,46431.93,50254.45
2017-06-25,36.8,29.2,33.1,42.7,34.3,37.9,73,44,58,0.2,0.2,1.0,12.3,23.8,107,22.77,6.11,47047.47,50246.08
2017-06-26,37.0,29.0,33.5,44.1,33.3,38.4,78,47,60,2.3,2.3,4.0,15.6,28.8,102,22.46,6.48,46520.52,50235.52
2017-06-27,36.7,28.1,32.9,42.0,32.8,37.7,84,47,62,1.1,1.1,3.0,18.6,40.3,114,21.89,6.13,43781.35,50222.8
2017-06-28,33.5,26.8,29.4,38.2,31.2,34.6,94,61,80,24.1,24.1,15.0,19.1,43.9,90,16.41,4.05,30387.71,50207.94
2017-06-29,31.0,25.6,27.8,35.8,30.2,32.7,95,68,85,3.6,3.6,13.0,21.4,47.5,120,12.49,2.89,20165.59,50190.96
2017-06-30,30.4,25.9,27.8,37.3,31.5,33.6,97,74,86,15.1,15.1,13.0,14.3,29.5,140,12.42,2.78,12713.42,50171.89
